Ligand_Cost_fixed,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,Yield
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.1,90,26.33
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.1,90,69.11
297.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,105,73.08
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,105,42.43
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,120,0.0
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.057,105,14.43
8.0,CC(C)(C)C(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.153,105,2.77
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.1,120,0.69
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.1,120,14.73
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.1,120,2.49
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.153,120,98.38
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.1,105,43.76
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,120,25.86
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.057,120,50.7
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.057,90,5.85
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.1,105,12.83
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.153,105,81.66
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,5.65
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.1,105,39.42
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.153,90,52.2
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,105,22.75
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,105,0.0
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,120,0.0
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,90,3.43
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.057,120,0.0
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.1,90,9.6
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.153,90,0.0
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,90,15.36
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.153,90,24.55
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,120,25.67
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.057,90,0.0
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.153,105,32.43
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,90,7.12
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,90,19.97
36.0,CC(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.1,120,26.78
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.1,105,68.53
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,120,82.09
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1,105,6.24
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,120,6.2
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.1,90,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.1,105,0.0
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.153,105,37.71
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.1,105,8.06
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCCOC(C)=O,0.1,105,0.0
8.0,CC(C)(C)C(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.153,90,2.29
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,120,6.44
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.057,120,38.65
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,CCCC#N,0.153,120,0.0
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.153,105,13.71
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,90,0.0
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.1,120,2.79
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.057,105,11.18
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.1,120,86.46
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.153,90,31.85
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,90,3.79
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.153,120,14.26
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.153,105,0.0
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.1,105,76.68
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCCOC(C)=O,0.057,105,0.0
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.153,90,0.0
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,3.68
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.057,120,36.29
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.057,90,2.04
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CCCC#N,0.057,120,0.0
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,120,0.0
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.057,105,25.69
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.153,105,0.0
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.057,120,4.78
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.057,90,0.0
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CCCC#N,0.1,120,0.0
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.1,90,1.9
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,90,3.67
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CCCCOC(C)=O,0.057,90,0.0
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,120,0.0
297.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,90,25.62
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.057,90,0.0
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.1,90,14.83
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.057,105,0.0
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,105,6.78
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.057,105,0.85
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.1,120,3.8
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.057,90,0.0
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.057,90,20.2
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.153,105,0.0
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.153,105,80.69
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.153,90,12.44
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.057,90,53.43
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.153,120,80.39
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.057,90,29.57
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.057,105,20.05
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,90,12.23
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,90,72.24
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.1,90,7.8
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,90,0.0
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.1,90,0.0
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,105,49.22
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CC(=O)N(C)C,0.153,90,0.0
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.153,120,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.057,120,0.0
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.153,90,0.0
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.153,90,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.1,90,22.94
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,90,0.99
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,120,18.16
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.153,120,0.0
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.057,105,64.12
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.153,105,87.0
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.1,90,3.69
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CC(=O)N(C)C,0.153,105,0.0
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.057,105,67.21
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,120,20.72
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.057,90,26.56
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.1,90,4.85
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.153,120,6.23
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.057,90,30.83
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.1,90,84.17
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,105,9.52
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.1,90,0.7
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.153,120,99.81
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.1,120,1.96
297.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,105,64.48
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.1,105,73.59
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.153,105,0.0
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.057,120,0.0
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.1,90,0.95
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,90,10.12
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,105,49.23
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.1,120,0.0
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,105,54.07
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.1,105,0.0
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,120,55.96
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,120,12.35
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.1,105,21.54
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.057,90,0.0
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,105,0.0
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.1,90,0.0
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.057,120,20.95
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.1,120,0.0
36.0,CC(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.1,105,33.34
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,120,0.0
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CC(=O)N(C)C,0.057,90,0.0
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.1,120,15.21
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,120,9.46
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,0.0
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.1,105,0.0
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1,90,5.8
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.153,120,1.8
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.153,105,100.0
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.1,90,13.19
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,105,10.39
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,90,0.0
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.153,120,78.19
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.1,105,9.1
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.1,105,0.0
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,105,0.0
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.057,120,13.52
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.057,120,23.81
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.153,90,3.61
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,120,0.0
36.0,CC(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.1,120,29.75
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,120,78.44
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,90,0.0
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.153,90,18.93
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.057,120,31.53
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.1,105,41.35
